name,value,year,date,lastValue,rank
derby,48,76,21/01/2019,47,16
england,60,76,21/01/2019,60,10
leeds,48,76,21/01/2019,48,16
leicester,17,76,21/01/2019,17,20
bald,52,76,21/01/2019,52,14
ricardo,54,76,21/01/2019,54,11
brave,24,76,21/01/2019,24,19
city,68,77,22/01/2019,68,6
chris,120,77,22/01/2019,120,1
shame,94,77,22/01/2019,94,3
forest,107,77,22/01/2019,107,2
spurs,69,77,22/01/2019,69,5
united,71,77,22/01/2019,71,4
liverpool,63,77,22/01/2019,63,7
chelsea,62,77,22/01/2019,62,8
jake,53,77,22/01/2019,53,13
arsenal,46,77,22/01/2019,46,18
pulis,62,77,22/01/2019,62,8
dave,54,77,22/01/2019,54,11
boro,51,77,22/01/2019,51,15
derby,48,77,22/01/2019,48,16
england,60,77,22/01/2019,60,10
leeds,48,77,22/01/2019,48,16
leicester,17,77,22/01/2019,17,20
bald,52,77,22/01/2019,52,14
ricardo,54,77,22/01/2019,54,11
brave,24,77,22/01/2019,24,19
city,68,78,23/01/2019,68,6
chris,120,78,23/01/2019,120,1
shame,95,78,23/01/2019,94,3
forest,107,78,23/01/2019,107,2
spurs,69,78,23/01/2019,69,5
united,73,78,23/01/2019,71,4
liverpool,64,78,23/01/2019,63,7
chelsea,62,78,23/01/2019,62,9
jake,53,78,23/01/2019,53,13
arsenal,49,78,23/01/2019,46,16
pulis,63,78,23/01/2019,62,8
dave,54,78,23/01/2019,54,11
boro,51,78,23/01/2019,51,15
derby,48,78,23/01/2019,48,17
england,60,78,23/01/2019,60,10
leeds,48,78,23/01/2019,48,17
leicester,17,78,23/01/2019,17,20
bald,53,78,23/01/2019,52,13
ricardo,54,78,23/01/2019,54,11
brave,24,78,23/01/2019,24,19
city,68,79,24/01/2019,68,6
chris,125,79,24/01/2019,120,1
shame,97,79,24/01/2019,95,3
forest,108,79,24/01/2019,107,2
spurs,70,79,24/01/2019,69,5
united,74,79,24/01/2019,73,4
liverpool,64,79,24/01/2019,64,8
chelsea,63,79,24/01/2019,62,9
jake,54,79,24/01/2019,53,11
arsenal,49,79,24/01/2019,49,16
pulis,66,79,24/01/2019,63,7
dave,54,79,24/01/2019,54,11
boro,52,79,24/01/2019,51,15
derby,48,79,24/01/2019,48,17
england,60,79,24/01/2019,60,10
leeds,48,79,24/01/2019,48,17
leicester,17,79,24/01/2019,17,20
bald,53,79,24/01/2019,53,14
ricardo,54,79,24/01/2019,54,11
brave,24,79,24/01/2019,24,19
city,71,80,25/01/2019,68,6
chris,129,80,25/01/2019,125,1
shame,100,80,25/01/2019,97,3
forest,113,80,25/01/2019,108,2
spurs,71,80,25/01/2019,70,6
united,77,80,25/01/2019,74,4
liverpool,64,80,25/01/2019,64,9
chelsea,65,80,25/01/2019,63,8
jake,54,80,25/01/2019,54,13
arsenal,51,80,25/01/2019,49,16
pulis,72,80,25/01/2019,66,5
dave,56,80,25/01/2019,54,11
boro,54,80,25/01/2019,52,13
derby,48,80,25/01/2019,48,17
england,60,80,25/01/2019,60,10
leeds,48,80,25/01/2019,48,17
leicester,19,80,25/01/2019,17,20
bald,55,80,25/01/2019,53,12
ricardo,54,80,25/01/2019,54,13
brave,24,80,25/01/2019,24,19
city,71,81,26/01/2019,71,6
chris,130,81,26/01/2019,129,1
shame,100,81,26/01/2019,100,3
forest,115,81,26/01/2019,113,2
spurs,71,81,26/01/2019,71,6
united,78,81,26/01/2019,77,4
liverpool,64,81,26/01/2019,64,9
chelsea,65,81,26/01/2019,65,8
jake,54,81,26/01/2019,54,13
arsenal,51,81,26/01/2019,51,16
pulis,72,81,26/01/2019,72,5
dave,56,81,26/01/2019,56,11
boro,54,81,26/01/2019,54,13
derby,48,81,26/01/2019,48,17
england,60,81,26/01/2019,60,10
leeds,48,81,26/01/2019,48,17
leicester,19,81,26/01/2019,19,20
bald,55,81,26/01/2019,55,12
ricardo,54,81,26/01/2019,54,13
brave,24,81,26/01/2019,24,19
city,71,82,27/01/2019,71,7
chris,132,82,27/01/2019,130,1
shame,101,82,27/01/2019,100,3
forest,115,82,27/01/2019,115,2
spurs,73,82,27/01/2019,71,6
united,79,82,27/01/2019,78,4
liverpool,64,82,27/01/2019,64,9
chelsea,65,82,27/01/2019,65,8
jake,54,82,27/01/2019,54,13
arsenal,51,82,27/01/2019,51,16
pulis,74,82,27/01/2019,72,5
dave,56,82,27/01/2019,56,11
boro,54,82,27/01/2019,54,13
derby,48,82,27/01/2019,48,17
england,60,82,27/01/2019,60,10
leeds,48,82,27/01/2019,48,17
leicester,19,82,27/01/2019,19,20
bald,55,82,27/01/2019,55,12
ricardo,54,82,27/01/2019,54,13
brave,24,82,27/01/2019,24,19
city,71,83,28/01/2019,71,7
chris,134,83,28/01/2019,132,1
shame,102,83,28/01/2019,101,3
forest,116,83,28/01/2019,115,2
spurs,73,83,28/01/2019,73,6
united,80,83,28/01/2019,79,4
liverpool,64,83,28/01/2019,64,9
chelsea,65,83,28/01/2019,65,8
jake,55,83,28/01/2019,54,12
arsenal,51,83,28/01/2019,51,16
pulis,74,83,28/01/2019,74,5
dave,56,83,28/01/2019,56,11
boro,55,83,28/01/2019,54,12
derby,48,83,28/01/2019,48,17
england,60,83,28/01/2019,60,10
leeds,48,83,28/01/2019,48,17
leicester,19,83,28/01/2019,19,20
bald,55,83,28/01/2019,55,12
ricardo,54,83,28/01/2019,54,15
brave,24,83,28/01/2019,24,19
city,76,84,29/01/2019,71,6
chris,144,84,29/01/2019,134,1
shame,111,84,29/01/2019,102,3
forest,116,84,29/01/2019,116,2
spurs,73,84,29/01/2019,73,7
united,84,84,29/01/2019,80,4
liverpool,66,84,29/01/2019,64,9
chelsea,67,84,29/01/2019,65,8
jake,57,84,29/01/2019,55,12
arsenal,54,84,29/01/2019,51,16
pulis,77,84,29/01/2019,74,5
dave,59,84,29/01/2019,56,11
boro,55,84,29/01/2019,55,14
derby,49,84,29/01/2019,48,18
england,60,84,29/01/2019,60,10
leeds,50,84,29/01/2019,48,17
leicester,20,84,29/01/2019,19,20
bald,56,84,29/01/2019,55,13
ricardo,55,84,29/01/2019,54,14
brave,29,84,29/01/2019,24,19
city,83,85,30/01/2019,76,5
chris,154,85,30/01/2019,144,1
shame,112,85,30/01/2019,111,3
forest,124,85,30/01/2019,116,2
spurs,76,85,30/01/2019,73,8
united,93,85,30/01/2019,84,4
liverpool,71,85,30/01/2019,66,9
chelsea,81,85,30/01/2019,67,6
jake,61,85,30/01/2019,57,11
arsenal,61,85,30/01/2019,54,11
pulis,81,85,30/01/2019,77,6
dave,63,85,30/01/2019,59,10
boro,57,85,30/01/2019,55,14
derby,50,85,30/01/2019,49,18
england,60,85,30/01/2019,60,13
leeds,51,85,30/01/2019,50,17
leicester,28,85,30/01/2019,20,20
bald,56,85,30/01/2019,56,15
ricardo,56,85,30/01/2019,55,15
brave,32,85,30/01/2019,29,19
city,84,86,31/01/2019,83,6
chris,155,86,31/01/2019,154,1
shame,115,86,31/01/2019,112,3
forest,126,86,31/01/2019,124,2
spurs,76,86,31/01/2019,76,8
united,94,86,31/01/2019,93,4
liverpool,71,86,31/01/2019,71,9
chelsea,82,86,31/01/2019,81,7
jake,62,86,31/01/2019,61,11
arsenal,61,86,31/01/2019,61,13
pulis,91,86,31/01/2019,81,5
dave,64,86,31/01/2019,63,10
boro,58,86,31/01/2019,57,14
derby,55,86,31/01/2019,50,17
england,62,86,31/01/2019,60,11
leeds,51,86,31/01/2019,51,18
leicester,28,86,31/01/2019,28,20
bald,56,86,31/01/2019,56,16
ricardo,57,86,31/01/2019,56,15
brave,32,86,31/01/2019,32,19
city,85,87,01/02/2019,84,6
chris,159,87,01/02/2019,155,1
shame,118,87,01/02/2019,115,3
forest,127,87,01/02/2019,126,2
spurs,77,87,01/02/2019,76,8
united,94,87,01/02/2019,94,5
liverpool,71,87,01/02/2019,71,9
chelsea,85,87,01/02/2019,82,6
jake,66,87,01/02/2019,62,10
arsenal,62,87,01/02/2019,61,13
pulis,100,87,01/02/2019,91,4
dave,65,87,01/02/2019,64,11
boro,60,87,01/02/2019,58,14
derby,57,87,01/02/2019,55,17
england,65,87,01/02/2019,62,11
leeds,57,87,01/02/2019,51,17
leicester,29,87,01/02/2019,28,20
bald,58,87,01/02/2019,56,16
ricardo,60,87,01/02/2019,57,14
brave,32,87,01/02/2019,32,19
city,85,88,02/02/2019,85,7
chris,159,88,02/02/2019,159,1
shame,118,88,02/02/2019,118,3
forest,129,88,02/02/2019,127,2
spurs,77,88,02/02/2019,77,8
united,94,88,02/02/2019,94,5
liverpool,71,88,02/02/2019,71,9
chelsea,86,88,02/02/2019,85,6
jake,68,88,02/02/2019,66,10
arsenal,62,88,02/02/2019,62,13
pulis,100,88,02/02/2019,100,4
dave,65,88,02/02/2019,65,11
boro,61,88,02/02/2019,60,14
derby,57,88,02/02/2019,57,17
england,65,88,02/02/2019,65,11
leeds,57,88,02/02/2019,57,17
leicester,29,88,02/02/2019,29,20
bald,58,88,02/02/2019,58,16
ricardo,60,88,02/02/2019,60,15
brave,32,88,02/02/2019,32,19
city,85,89,03/02/2019,85,7
chris,161,89,03/02/2019,159,1
shame,118,89,03/02/2019,118,3
forest,129,89,03/02/2019,129,2
spurs,77,89,03/02/2019,77,8
united,95,89,03/02/2019,94,5
liverpool,71,89,03/02/2019,71,9
chelsea,86,89,03/02/2019,86,6
jake,69,89,03/02/2019,68,10
arsenal,63,89,03/02/2019,62,13
pulis,100,89,03/02/2019,100,4
dave,65,89,03/02/2019,65,11
boro,61,89,03/02/2019,61,14
derby,57,89,03/02/2019,57,18
england,65,89,03/02/2019,65,11
leeds,58,89,03/02/2019,57,16
